Work Item Type,Title,Description,Acceptance Criteria,Parent
User Story,Generar calendario de temporada fantasy al cerrar el draft,Yo como sistema quiero generar el calendario de enfrentamientos Head-to-Head al finalizar el draft para entonces activar la temporada y asegurar juegos semanales para todos los equipos.,"• Al cambiar la liga de Pre‑Draft a Activa (al cerrar el draft), se genera el calendario completo de la fase regular.
• Todas las semanas previas a playoffs cada equipo tiene exactamente un enfrentamiento y ningún equipo se enfrenta a sí mismo.
• El número de rondas se calcula como (semanas previas a playoffs) ÷ (total de equipos); se programan rondas completas (todos contra todos) y la fracción residual se asigna con emparejamientos aleatorios válidos, evitando repeticiones innecesarias.
• El algoritmo de emparejamientos es agnóstico de implementación, pero debe garantizar que todas las semanas juegan todos los equipos.
• El calendario queda persistido y auditable (fecha/hora de generación, usuario/sistema).
Alternos:
• Si por configuración no hay suficientes semanas para rondas completas, se llenan con emparejamientos aleatorios válidos.
• Si ocurre un error de generación, no se publican parciales y se registra el incidente para reintentar.",
User Story,Ver calendario semanal en el Home de la liga,Yo como participante quiero ver el calendario de enfrentamientos de la semana vigente en el Home de la liga para entonces acceder rápidamente a los juegos.,"• El Home de la liga muestra la semana vigente según el calendario y la fecha/hora actuales.
• Se listan todos los enfrentamientos de la liga para esa semana.
• Desde cada tarjeta se puede navegar al detalle del enfrentamiento.
• Siempre se muestra la siguiente semana
Alternos:
• Si la temporada aún no inicia, se muestra un estado informativo con la fecha de inicio.
• Si la temporada terminó, se muestra que no hay próximos partidos.",
User Story,Ver detalle de enfrentamiento semanal,"Yo como participante quiero ver el detalle de un enfrentamiento semanal para entonces conocer alineaciones, estados y contexto de ambos equipos.","• El detalle muestra: Equipo A vs Equipo B, nombres, thumbnails, récord W‑L‑T previo a la semana, y la lista de jugadores por posición para cada equipo.
• Las posiciones sin jugador se muestran claramente como vacías.
• Se indican estados relevantes (por ejemplo, equipo inválido por alineación, casillas IR, jugadores en BYE).
• Se muestra la semana y fecha/hora del enfrentamiento.
Alternos:
• Si el enfrentamiento pertenece a una semana pasada, se muestran también los puntos finales por equipo.",
User Story,Navegar entre semanas y consultar históricos de enfrentamientos,Yo como participante quiero cambiar la semana visible para entonces revisar los enfrentamientos y resultados de semanas anteriores o próximas (una semana a la vez).,"• El usuario puede seleccionar una semana específica; la vista carga solo los enfrentamientos de esa semana.
• Para semanas pasadas, se muestran resultados finales; para futuras, se muestra el calendario programado.
• La navegación respeta el contexto de liga y se mantiene el filtro de semana hasta que el usuario lo cambie.
Alternos:
• Si la semana seleccionada no tiene enfrentamientos (error de datos), se muestra estado informativo y se registra el incidente.",
User Story,Re‑generar calendario de temporada antes del inicio,Yo como comisionado de la liga quiero re‑generar el calendario de enfrentamientos antes de que inicie la temporada para entonces ajustar emparejamientos manteniendo las reglas H2H.,"• Solo el comisionado puede ejecutar la re‑generación y únicamente si la temporada aún no ha iniciado (antes de la semana 1).
• La operación reemplaza íntegramente el calendario de fase regular, sin estados parciales (transaccional).
• El nuevo calendario se genera con las mismas reglas: rondas completas según (semanas previas a playoffs ÷ total de equipos), fracción residual con emparejamientos aleatorios válidos, sin enfrentamientos contra uno mismo y todos los equipos juegan cada semana.
• Se respetan el número de semanas previas a playoffs y la cantidad actual de equipos confirmados en la liga.
• Se registra auditoría (quién, cuándo) y se archiva el calendario anterior para referencia.
• Se notifica a todos los managers que el calendario fue re‑generado; si la liga tiene Discord configurado, también se publica en su canal.
Alternos:
• Si la temporada ya inició o existe algún resultado publicado, la acción se bloquea con mensaje claro y no se realizan cambios.
• Si ocurre un error durante la generación, se conserva el calendario vigente y se registra el incidente para reintento.",
User Story,Registrar estadísticas en partido NFL en tiempo real,Yo como administrador del sistema quiero registrar en tiempo real las estadísticas de un partido NFL para entonces reflejar las acciones oficiales en el puntaje de las ligas fantasy.,"• Se selecciona el partido real de la NFL del calendario de partidos y se listan los jugadores de ambos equipos y las acciones disponibles (p. ej., acarreo, recepción, pase de TD, intercepción, gol de campo, etc.).
• Cuando se abre el partido se crea una registro en el historial de acciones del partido
• Al registrar una acción, se actualizan los acumulados del jugador y del partido.
• Cada registro se audita con: usuario, acción, jugador, equipo, valor y marca temporal.
• Solo un administrador puede editar un partido a la vez pero pueden haber varios administradores haciendo este trabajo en diferentes partidos.
• Se muestra un historial cronológico de acciones del partido.
Alternos:
• Si falla el guardado, no se alteran acumulados y se informa para reintentar.",
User Story,Deshacer acción mediante contra‑acción,Yo como administrador del sistema quiero deshacer una acción desde el historial para entonces corregir errores manteniendo trazabilidad completa.,"• Al deshacer, el sistema genera automáticamente una contra‑acción que anula el efecto de la acción original (mismos campos con signo/valor inverso según corresponda).
• El historial no borra entradas: conserva acción original y contra‑acción con referencias cruzadas.
• Los acumulados del jugador y del partido se recalculan tras la contra‑acción.
• La auditoría registra autor, hora y motivo de la corrección.
Alternos:
• Si la acción original ya fue anulada, se impide una anulación duplicada con mensaje claro.",
User Story,Terminar partido y bloquear edición,Yo como administrador del sistema quiero terminar un partido para entonces cerrar el registro de acciones y consolidar resultados en modo de solo lectura.,"• Al terminar, el partido pasa a estado Finalizado (solo lectura).
• El cierre se registra en el historial como un evento con usuario y marca temporal.
• Tras finalizar, ya no pueden registrarse nuevas acciones ni deshacer existentes.
• Se dispara el cálculo de puntos de fantasy para todos los jugadores involucrados.
Alternos:
• Si el partido ya estaba Finalizado, no se aplican cambios y se informa al usuario.",
User Story,Reabrir partido dentro de la semana vigente,Yo como administrador del sistema quiero reabrir un partido finalizado dentro de la semana vigente para entonces corregir errores y actualizar los cómputos.,"• Solo se puede reabrir un partido Finalizado si pertenece a la semana actual del calendario NFL (no ha pasado la fecha de fin de la semana).
• La reapertura queda registrada en el historial con usuario y marca temporal.
• Tras reabrir, se habilita nuevamente el registro de acciones y deshacer.
• Al volver a finalizar, se recalculan puntos y se actualizan impactos en fantasy.
Alternos:
• Si la semana ya cerró, se bloquea la reapertura con mensaje claro.",
User Story,Sincronizar impactos en equipos fantasy,Yo como sistema quiero actualizar automáticamente los puntos de los equipos fantasy afectados para entonces mantener standings y box scores consistentes.,"• Cuando cambian puntos de un jugador (registro, deshacer, reapertura/cierre), se recalculan los totales del equipo fantasy para la semana en curso.
• Se actualizan los box scores de enfrentamientos H2H y, si aplica, los standings.
• Se generan eventos de notificación internos para refrescar vistas de usuarios.
Alternos:
• Si un equipo está en estado inválido para la semana, no suma puntos hasta que regularice su alineación.",
User Story,Bloqueo de edición por partido,Yo como sistema quiero asegurar exclusividad de edición por partido para entonces evitar conflictos cuando hay múltiples administradores concurrentes.,"• Al iniciar edición, el sistema toma un bloqueo exclusivo sobre el partido para ese administrador.
• Otros administradores ven el partido en modo solo lectura con indicación de quién está editando.
• El bloqueo expira automáticamente tras liberar la edición.
• La toma y liberación del bloqueo quedan registradas en auditoría con la apertura y cierre de partido.
Alternos:
• Si el administrador que edita pierde conexión, el bloqueo se libera tras el timeout configurado.",
User Story,Propagar acciones a puntos en todas las ligas,Yo como sistema quiero convertir cada acción registrada en un partido NFL en puntos para todas las ligas según su escala de puntuación para entonces mantener los totales consistentes por jugador y por equipo fantasy.,"• Cada acción registrada en el partido (p. ej., acarreo, recepción, TD, INT, FG, PAT, sack) se convierte en puntos aplicando el esquema de puntuación activo de cada liga.
• La conversión actualiza los puntos del jugador tanto si pertenece a un equipo fantasy como si está en agentes libres (necesitamos los puntos obtenidos de los agentes libres también).
• Se actualizan en tiempo real, los totales del equipo fantasy y los box scores H‑to‑H afectados.
• La operación es transaccional por evento: o se aplican todos los efectos o ninguno.
• Se llevan acumulados por jugador a nivel de temporada y por semana, aun cuando el jugador no esté en ningún equipo fantasy.
• Los acumulados se usan por los módulos de consulta de jugadores (búsqueda/orden por puntos) y por reportes.
• Los acumulados se recalculan automáticamente si se anula o corrige una acción del partido.
Alternos:
• Si falla la conversión en alguna liga, se revierte el evento completo y se registra el incidente para reintento.",
User Story,Revertir puntos al cancelar o anular acciones,Yo como sistema quiero revertir los puntos derivados de una acción cuando esta sea cancelada para entonces mantener la consistencia en todas las ligas y acumulados.,"• Cuando se deshace/contrarresta una acción en el partido, se generan los ajustes inversos de puntos en todas las ligas afectadas.
• Se actualizan los puntos del jugador (globales y por liga), box scores y standings impactados.
Alternos:
• Si parte del ajuste falla, se revierte la operación completa y se marca para reintento.",
User Story,Ver log de conversión de acciones a puntos por liga,Yo como administrador del sistema quiero ver un log por liga de la conversión de acciones a puntos para entonces realizar control de calidad y trazabilidad.,"• Permite seleccionar una liga y un rango de fechas/semana para consultar.
• Cada entrada del log muestra: partido real, jugador, acción, cantidad/unidad, puntos obtenidos por la acción según la configuración de la liga, fecha/hora y origen del evento.
• Soporta filtros por partido, jugador y tipo de acción, y exportación a CSV/JSON.
• La vista es de solo lectura y auditable (quién consultó y cuándo).
Alternos:
• Si no existen datos en el rango seleccionado, se muestra estado informativo sin errores.",
User Story,Actualizar tablero Head-to-Head en vivo,Yo como manager quiero ver el tablero Head-to-Head actualizarse casi en vivo para entonces monitorear el total de puntos acumulados de cada equipo durante el partido.,"• El tablero refleja el total acumulado por jugador de mi equipo conforme se registran acciones por los administradores (casi en tiempo real).
• La actualización es incremental: cada nueva acción modifica el total del jugador y del equipo fantasy correspondiente.
• Se muestra el total por equipo para la semana activa del enfrentamiento hasta el momento.
• La vista indica la semana y el estado del enfrentamiento (programado, en juego, finalizado).
Alternos:
• Si la conexión del cliente se interrumpe, al reconectar se cargan los totales más recientes sin inconsistencias.
• Si hay un ajuste (deshacer) en el partido, los totales se recalculan y actualizan de inmediato.",
User Story,Reflejar puntos por jugador en ficha en vivo,Yo como manager quiero ver en la ficha de cada jugador los puntos que lleva en la semana para entonces entender su contribución en tiempo casi real.,"• La ficha del jugador muestra los puntos fantasy acumulados de la semana activa, actualizados conforme se registran acciones.
• Se presenta el desglose por categorías de puntuación configuradas en la liga (p. ej., yardas, TD, recepciones, etc.) para la semana activa.
• Las semanas anteriores se muestran como snapshots inmutables sin cambios posteriores.
• El componente indica la semana y el equipo NFL/partido real asociado.
Alternos:
• Si ocurre un ajuste (deshacer o corrección), el total y el desglose de la semana activa se actualizan en consecuencia.
• Si no existen acciones registradas aún, se muestra 0 y desglose vacío para la semana.",
User Story,Manejo de conexiones de actualización en vivo,Yo como manager quiero actualizar el tablero y las fichas de forma consistente ante reconexiones o latencias para entonces asegurar que los usuarios siempre vean datos correctos.,"• Si el cliente pierde la conexión, al reconectar se sincroniza con el estado más reciente (totales y desglose).
• Las actualizaciones en vivo son idempotentes: no se duplican puntos ante reintentos o mensajes fuera de orden.
• Ante alta carga, la UI puede agrupar actualizaciones sin perder eventos (consistencia sobre frecuencia).
Alternos:
• Si el servicio en vivo no está disponible temporalmente, se indica en pantalla que los datos pueden estar fuera de sincronización.",
User Story,Mostrar tabla de posiciones de temporada en Home,Yo como manager quiero ver la tabla de posiciones de la temporada en el Home de la liga para entonces conocer rápidamente el rendimiento de todos los equipos.,"• La tabla muestra en orden ascendente por posición: posición, thumbnail de imagen del equipo, nombre de equipo, alias del manager, victorias (W), derrotas (L), puntos anotados (PF) acumulados y puntos recibidos (PA) acumulados.
• La posición reflejada corresponde a la clasificación vigente de la liga.
• La tabla es de solo lectura y se actualiza tras el cierre de cada jornada.
Alternos:
• Si la temporada aún no tiene resultados, la tabla muestra estado informativo sin filas.",
User Story,Mostrar ranking de orden de draft en Home,Yo como manager quiero ver el ranking del orden de selección del draft en el Home de la liga para entonces recordar cómo se estableció el turno de cada equipo.,"• El ranking se llena inmediatamente después de finalizar el draft.
• La tabla muestra: posición de draft, thumbnail de imagen del equipo, nombre de equipo y alias del manager.
• El ranking es estático durante toda la temporada (no cambia después de publicado).
• El ranking se muestra en una sección independiente de la tabla de posiciones de temporada.
Alternos:
• Si el draft aún no finaliza, se muestra estado informativo indicando que el ranking estará disponible al cierre del draft.",
User Story,Mostrar leaderboard de rachas en Home,Yo como manager quiero ver el leaderboard de rachas en el Home de la liga para entonces identificar equipos con victorias o derrotas consecutivas.,"• La tabla muestra en orden ascendente por posición: posición, thumbnail de imagen del equipo, nombre de equipo, alias del manager y la racha (victorias seguidas si es positiva o derrotas seguidas si es negativa).
• El ordenamiento prioriza mayor racha positiva arriba y mayor racha negativa abajo; los empates se resuelven por orden alfabético del nombre de equipo.
• La vista es de solo lectura y está disponible en el Home de la liga.
• La racha se resetea cuando cambia la secuencia (una derrota rompe racha de victorias, y viceversa).
Alternos:
• Si aún no hay suficientes jornadas para calcular rachas, se muestra estado informativo sin filas.",
User Story,Solicitar recomendación de alineación semanal,Yo como manager quiero solicitar una recomendación (chat GPT API) de alineación para entonces optimizar mi plantilla de la semana respetando las reglas de mi liga.,"• Desde la visualizacion de mi plantilla puedo pedir una recomendación una vez por semana (restablece al iniciar una nueva semana).
• El sistema envía a un motor de recomendación el estado de mi equipo (titulares/bench/IR), desempeño semanal histórico por jugador y el pool de agentes libres visibles para mi liga.
• La propuesta resultante cumple con las posiciones mínimas requeridas y reglas de elegibilidad (posiciones válidas, BYE, IR/PUP/SUS).
• La recomendación incluye un resumen de cambios sugeridos (mover entre titulares/bench/IR y, si aplica, sugerencia de contratación/liberación).
• La interfaz muestra la semana objetivo y el timestamp de generación y se descuenta el tiquete de uso semanal.
• Se muestra una explicación que resume factores usados: desempeño reciente, promedios por semana, estado de lesión, BYE, y comparativas con agentes libres disponibles.
• Se presenta de forma legible y agnóstica a la implementación del motor.
• Se indica la fecha y los datos de entrada considerados.
Alternos:
• Si la explicación no puede generarse, la recomendación sigue disponible sin explicación, con nota informativa.
• Si el motor no está disponible, se muestra mensaje y se ofrece reintentar más tarde y no se descuenta el tiquete semanal.
• Si no hay suficiente información para recomendar, se indica que la alineación actual ya es óptima bajo las reglas conocidas.",
User Story,Recomendaciones de picks durante el draft,Yo como participante del draft quiero recibir sugerencias de picks en mi turno para entonces seleccionar jugadores alineados a mis necesidades y reglas de la liga.,"• En mi turno, la vista muestra hasta N (N igual al número de rondas del draft) sugerencias ordenadas por prioridad, considerando plantilla objetivo, posiciones faltantes y esquema de puntuación de la liga.
• Las sugerencias respetan unicidad de jugador y disponibilidad en tiempo real.
• La función es compatible con los formatos estándar y snake, y no interfiere con el cronómetro por pick.
Alternos:
• Si estoy en modo autopick, las sugerencias no se realizan.
• Si el motor de sugerencias no está disponible se muestra un mensaje de que no se puede mostrar la sugerencia.",
User Story,Cerrar semana automáticamente y determinar resultados,"Yo como administrador de sistema quiero cerrar automáticamente la semana en la hora definida en el calendario para entonces determinar ganadores, perdedores o empates y preparar la siguiente semana.","• A la hora de fin de la semana de competencia, el sistema consolida los totales de cada enfrentamiento y determina ganador, perdedor o empate.
• Todos los partidos de la semana pasan a modo solo lectura; no se admiten nuevas acciones ni ediciones.
•  Los equipos con identificados como inválidos siempre pierden sin importar los puntos.
• Los cambios se reflejan en la tabla de posiciones (W‑L‑T, PF, PA) y en el leaderboard de rachas.
• El proceso es irreversible; no existe reapertura de semana desde la aplicación.
• La ejecución debe ser consistente a nivel de liga: si todos los enfrentamientos cierran correctamente, la liga queda en estado Cerrada para la semana.
• Si al menos un enfrentamiento no puede cerrarse, la liga queda marcada en estado Pendiente.
• Se registra auditoría del cierre: fecha/hora de corte, liga, semana, totales y estado final.
• Se suman los puntos obtenidos para cada equipo al total de puntos obtenidos de la temporada.
• Se suman los puntos del rival al total de puntos recibidos de la temporada.
Alternos:
• Si el servicio de cálculo está degradado, el sistema reintenta hasta el corte duro; ante persistencia de fallos, deja la liga en Pendiente.",
User Story,Marcar ligas con incidencias como Pendiente,Yo como administrador de sistemo quiero marcar una liga como Pendiente cuando al menos un enfrentamiento no puede cerrarse para entonces visibilizar acciones que requieren mi atención.,"• Si uno o más enfrentamientos fallan en el cierre (datos faltantes, inconsistencias), la liga se etiqueta como Pendiente para esa semana.
• El estado Pendiente bloquea la apertura automática de la semana siguiente para esa liga.
• Se listan las razones del fallo por enfrentamiento (p. ej., puntajes faltantes, validaciones de alineación, errores de consolidación).
• La información queda disponible en un panel administrativo de cierres de semana.
Alternos:
• Si durante reintentos automáticos se logra completar todos los cierres, la liga cambia a Cerrada y se remueve la marca Pendiente.",
User Story,Resolver manualmente ligas en estado Pendiente,Yo como administrador quiero ver y resolver manualmente las ligas en estado Pendiente para entonces completar el cierre de la semana y actualizar récords.,"• El panel muestra las ligas Pendientes, la semana afectada y el detalle de fallos por enfrentamiento.
• Puedo aplicar un ajuste manual por enfrentamiento (p. ej., confirmar totales) para completar el cierre.
• Tras la resolución, se recalculan clasificación y rachas y la liga pasa a estado Cerrada.
• Todas las acciones quedan auditadas (quién, qué, cuándo, motivo) y no pueden deshacerse desde la aplicación.
Alternos:
• Si persisten inconsistencias al validar los ajustes, el sistema bloquea la confirmación y mantiene la liga en Pendiente con mensaje claro.",
User Story,Generar proyecciones semanales al inicio de la semana,Yo como administrador  quiero dar proyecciones de puntos por jugador al inicio de cada semana para entonces ofrecer una estimación informativa basada en estadísticas y oponentes.,"• La proyección se calcula al inicio de la semana definida en el calendario de la liga.
• El motor estadístico considera: desempeño típico de la posición contra el oponente NFL y el percentil del jugador frente a sus pares para esa posición.
• Jugadores en BYE, SUS, PUP o con designación de lesión activa reciben proyección de 0 puntos.
• Las proyecciones son de solo lectura y no alteran los puntos reales ni los resultados.
• Se registra auditoría de generación (fecha/hora, semana, versión del modelo).
Alternos:
• Si el motor estadístico no está disponible, se dejan las proyecciones en estado no disponible para la semana con mensaje informativo.",
User Story,Ver proyección por jugador en su ficha,Yo como manager quiero ver la proyección semanal de un jugador en su ficha para entonces entender su expectativa de puntos frente al rival de esta semana.,"• La ficha del jugador muestra la proyección de la semana actual y el oponente NFL correspondiente.
• Se incluye un desglose breve de factores: posición vs. defensa rival y percentil del jugador.
• Si el jugador está en BYE, SUS, PUP o lesión activa, la proyección se muestra como 0 con la causa.
• Las semanas anteriores muestran la proyección histórica (snapshot) sin cambios posteriores.
Alternos:
• Si no existe proyección para la semana (p. ej., falla de motor), se muestra estado informativo sin afectar otras vistas.",
User Story,Ver proyección agregada en Head‑to‑Head,Yo como participante quiero ver las proyecciones agregadas de mi equipo y el rival en el Head‑to‑Head para entonces anticipar quién está proyectado a ganar.,"• La vista Head‑to‑Head muestra el total proyectado por equipo considerando únicamente titulares válidos (excluye banca e IR).
• Se muestra el total proyectado del contrincante y un indicador de quién está proyectado a ganar.
• Los valores se corresponden con las proyecciones por jugador de la semana vigente.
• La vista es de solo lectura y no afecta decisiones automáticas del juego.
Alternos:
• Si faltan proyecciones de uno o más jugadores, el total se calcula con los disponibles y se muestra una advertencia.",
User Story,Proponer trade entre equipos de la misma liga,Yo como manager quiero proponer un intercambio de jugadores a otro equipo de mi misma liga para entonces negociar mejoras en mi plantilla.,"• La propuesta permite seleccionar de 1 a 3 jugadores de mi equipo y de 1 a 3 jugadores del equipo destino.
• Solo se puede proponer a equipos dentro de la misma liga.
• La propuesta incluye fecha y hora de creación y un campo opcional de descripción (máximo 300 caracteres).
• La propuesta queda con estado ‘Enviada’ y visible para el equipo destino.
• Se registra auditoría (quién propone, cuándo, detalle de jugadores y equipos involucrados).
Alternos:
• Si alguno de los jugadores ya no está disponible (cambio de equipo, lesión que afecte elegibilidad, etc.) al momento de enviar, la propuesta se bloquea con mensaje claro.",
User Story,Ver lista de propuestas de trade en mi equipo,"Yo como manager quiero ver las propuestas de trade asociadas a mi equipo para entonces evaluar, aceptar o rechazar con contexto suficiente.","• En el Home de mi equipo se muestra una lista de propuestas recibidas y enviadas.
• Cada propuesta muestra: nombre de equipo contraparte, alias del manager, récord W‑L‑T de la contraparte, jugadores a enviar y jugadores a recibir.
• Se puede abrir el detalle de la propuesta para ver la descripción y la fecha/hora.
• Las propuestas expiradas o eliminadas no se muestran en la lista.
Alternos:
• Si no hay propuestas, se muestra estado informativo sin filas.",
User Story,Rechazar propuesta de trade,Yo como manager que recibe una propuesta quiero poder rechazarla para entonces cerrar la negociación sin cambios en las plantillas.,"• Al rechazar, la propuesta cambia a estado ‘Rechazada’.
• Se notifica al equipo que envió la propuesta del rechazo.
• La propuesta rechazada se elimina automáticamente de las listas visibles al día siguiente.
• Se registra auditoría de la acción (quién, cuándo, propuesta afectada).
Alternos:
• Si la propuesta ya fue aceptada o rechazada previamente, la acción se bloquea con mensaje informativo.",
User Story,Aceptar propuesta de trade,Yo como manager que recibe una propuesta quiero poder aceptarla para entonces ejecutar el intercambio de jugadores entre equipos.,"• Al aceptar, los jugadores del equipo A pasan al equipo B y viceversa.
• Por defecto, todos los jugadores intercambiados quedan en la banca de sus nuevos equipos.
• Si alguno de los equipos queda en estado inválido (p. ej., excede cantidad máxima permitida), se marca el estado y se informa al manager.
• La propuesta cambia a estado ‘Aceptada’ y se remueve de la lista de pendientes.
• Se registra auditoría completa del intercambio (jugadores, equipos, hora).
Alternos:
• Si algún jugador involucrado cambió de estado/propiedad antes de la aceptación, se bloquea la ejecución y se solicita reenviar la propuesta.",
User Story,Notificaciones en el buzón del equipo por eventos de trade,Yo como manager quiero recibir notificaciones en mi buzón del equipo sobre propuestas y decisiones de trade para entonces estar al tanto de la negociación.,"• Al enviarse un trade, el equipo destino recibe una notificación en su buzón.
• Al aceptarse o rechazarse un trade, ambos equipos reciben notificaciones con el resultado.
• Las notificaciones enlazan al detalle de la propuesta o del intercambio ejecutado.
• Las notificaciones siguen la política de retención definida por la liga/sistema.
Alternos:
• Si el buzón no está disponible temporalmente, las notificaciones se omiten.",
User Story,Publicar noticia de liga por eventos de trade,"Yo como sistema quiero publicar una noticia en la liga ante el envío, aceptación o rechazo de un trade para entonces mantener informada a la comunidad.","• Se crea una noticia en la sección de noticias de la liga con el detalle del evento (equipos, jugadores, acción y fecha/hora).
• La noticia es de solo lectura y queda en orden cronológico en la sección.
• Se registra auditoría de la publicación.
Alternos:
• Si la publicación falla, se omite.",
User Story,Notificar en Discord los eventos de trade (si está configurado),Yo como sistema quiero enviar una notificación al servidor de Discord de la liga cuando ocurra un evento de trade para entonces informar en el canal social.,"• Si la liga tiene configurado el canal de Discord, se publica un mensaje ante envío, aceptación o rechazo de un trade.
• El mensaje incluye equipos, jugadores involucrados, acción y fecha/hora.
• La publicación en Discord no se elimina automáticamente si luego se elimina la noticia en la app.
Alternos:
• Si Discord no está configurado, no se envía nada y no se considera error.
• Si Discord no está disponible, la publicación se omite.",
User Story,Notificar eventos clave en la app en tiempo casi real,Yo como manager quiero recibir notificaciones en la aplicación sobre eventos clave para entonces enterarme a tiempo de cambios importantes en mi liga.,"• Eventos a notificar: picks de draft, resultados de jornada, trade recibido, trade aprobado, trade rechazado, cambio de estado de uno de mis jugadores (lesión/BYE/PUP/SUS).
• La entrega es en tiempo casi real y en orden cronológico.
• Cada notificación incluye: tipo de evento, liga/equipo involucrado, timestamp y enlace al detalle.
• Al reabrir la app, se recuperan notificaciones pendientes sin duplicados.
• Las notificaciones se muestran en una bandeja de notificaciones.
• Cada notificación se identifica de forma única para prevenir duplicados en reintentos.
• Las notificaciones se entregan en orden cronológico por canal.
• En fallos temporales se utiliza cola de reintentos con backoff.
• Al reconectar, el cliente recupera las notificaciones faltantes desde el último checkpoint.
Alternos:
• Si el servicio de notificaciones está temporalmente no disponible, se encola el evento para reintento sin perder información.",
User Story,Bandeja de notificaciones en el juego,Yo como manager quiero consultar una bandeja de notificaciones dentro del juego para entonces revisar y gestionar mis avisos pendientes.,"• La bandeja lista notificaciones con: tipo, resumen, timestamp, liga, y estado leído/no leído.
• Se pueden marcar notificaciones como leídas y limpiar todas las leídas.
• Filtros mínimos: por tipo de evento (resultado, trade, cambios de estado), por liga y por fecha.
• Las notificaciones se muestran en orden cronológico descendente.
Alternos:
• Si no hay notificaciones, se muestra un estado informativo.",
User Story,Notificaciones por correo electrónico,Yo como manager quiero recibir por correo las mismas notificaciones clave que aparecen in‑app para entonces mantenerme informado aun fuera del juego.,"• Se envía un correo por cada evento clave (picks, resultados, trade recibido/aprobado/rechazado, cambio de estado de mis jugadores).
• El correo incluye: asunto identificable por tipo de evento, resumen, liga/equipos involucrados, fecha y enlace al detalle en la app.
• Los correos se envían a la dirección registrada del usuario y respetan su zona horaria en los timestamps mostrados.
• La entrega de correo no depende de que el usuario esté conectado a la app.
Alternos:
• Si la entrega del correo falla, se reintenta; tras múltiples fallos, se registra el incidente sin bloquear la notificación in‑app.",
User Story,Alertas de no jugador no disponible,Yo como manager quiero que el home muestre una alerta cuando un jugador de mi roster tenga estado de lesión (OUT/DOUBTFUL/QUESTIONABLE) para ajustar la alineación.,"• Dado un cambio de estado de lesión del feed oficial, cuando el jugador esté en mi roster, entonces se muestra una alerta en el home con el nombre del jugador y su estado.
• Al hacer seleccionar  la alerta, navego a la pantalla de alineación con el jugador enfocado.
•  Se registra timestamp de generación y última actualización de la alerta.
• La alerta muestra ETA/hora de cierre de alineación si aplica para realizar el cambio.
Alternos:
• Si hay un error en la creación de la alerta, no se envía.",
User Story,Alerta equipo inválido,Yo como manager quiero una alerta  cuando mi equipo esté en estado inválido para corregir y asegurar puntaje.,"•  Dado que mi alineación incumpla reglas de la liga veo una alerta si mi equipo está en ese estado
• Se soportan múltiples razones y se muestran de forma legible.
• Se registra timestamp de primera detección y resolución.
• La alerta muestra ETA/hora de cierre de alineación si aplica para realizar el cambio.
Alternos:
• Si hay un error en la creación de la alerta, no se envía.",
User Story,Alerta jugador en semana de descanso,Yo como manager quiero alertas cuando tenga jugadores titulare con actividad en semana y evitar jugadores en semana de descanso que no puntuen.,"• Dado el calendario NFL, cuando alguno de mis titulares esté en BYE en la semana actual, entonces veo una alerta con el conteo de titulares afectados y una lista desplegable con nombres y posiciones.
 • La alerta debe indicar para que semana es
• La alerta muestra ETA/hora de cierre de alineación si aplica para realizar el cambio.
Alternos:
• Si hay un error en la creación de la alerta, no se envía.",
User Story,Manejo de alertas,"Yo como manager quiero poder marcar alertas como leídas/dismiss y que reaparezcan automáticamente si la condición persiste o reaparece, para no perder señales críticas.","• Puede marcarse una alerta como 'leída'.
•  Si la condición reaparece luego de haberse resuelto, se genera una nueva alerta con nuevo timestamp.
Alternos
• Si hay un error en el procesamiento de la alerta y no se puede marcar como leída, se debe indicar en pantall.",
User Story, Cierre de temporada regular y generación de bracket,"Como comisionado, quiero que al finalizar la última semana regular se cambie el estado a 'Playoffs' y se genere el bracket acorde al formato de la liga (4 o 6 equipos) con siembras por posición.","• Dado que se complete la última semana regular, cuando se ejecute el cierre, entonces la temporada cambia a estado 'Playoffs'.
• Se seleccionan equipos según posiciones finales de la liga.
• Desempates aplicados en orden: (1) más puntos anotados temporada, (2) head•to•head, (3) aleatorio.
• Se persiste el bracket con identificadores de llaves y semana de cada ronda.
• Los equipos que no clasifican quedan eliminados y no reciben calendario en semanas de playoffs
.• Se registran métricas utilizadas y resultado del desempate.
• El aleatorio es reproducible (seeded) y se almacena la semilla utilizada. 
• Se auditan las acciones de e desempates por equipo.",
User Story,"Formato 4 equipos: siembra y progresión (1v4, 2v3, Final)","Como manager, necesito que el formato de 4 equipos esté configurado en mi liga para poder jugar los playoff.","• Dado el formato 4 equipos, cuando se genere el bracket, entonces se crean llaves A: 1v4 y B: 2v3 en la primera semana de playoffs.• Los ganadores de A y B avanzan a la Final; los perdedores quedan eliminados y no reciben calendario en la semana siguiente.• Ranking final: Campeón=1 (ganador Final), Subcampeón=2 (perdedor Final).• Puestos 3 y 4 definidos por puntos anotados en la primera semana de playoffs (mayor puntaje ocupa 3°).",
